	nvarsOrig	nclausesOrig	nvars,nclauses	reducedVars	reducedClauses	Pre-featuretime	vars-clauses-ratio	POSNEG-RATIO-CLAUSE-mean	POSNEG-RATIO-CLAUSE-coeff-variation	POSNEG-RATIO-CLAUSE-min	POSNEG-RATIO-CLAUSE-max	POSNEG-RATIO-CLAUSE-entropy	VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation	VCG-CLAUSE-min	VCG-CLAUSE-max	VCG-CLAUSE-entropy	UNARY	BINARY+	TRINARY+	Basic-featuretime	VCG-VAR-mean	VCG-VAR-coeff-variation	VCG-VAR-min	VCG-VAR-max	VCG-VAR-entropy	POSNEG-RATIO-VAR-mean	POSNEG-RATIO-VAR-stdev	POSNEG-RATIO-VAR-min	POSNEG-RATIO-VAR-max	POSNEG-RATIO-VAR-entropy	HORNY-VAR-mean	HORNY-VAR-coeff-variation	HORNY-VAR-min	HORNY-VAR-max	HORNY-VAR-entropy	horn-clauses-fraction	VG-mean	VG-coeff-variation	VG-min	VG-max	KLB-featuretime	CG-mean	CG-coeff-variation	CG-min	CG-max	CG-entropy	cluster-coeff-mean	cluster-coeff-coeff-variation	cluster-coeff-min	cluster-coeff-max	cluster-coeff-entropy	CG-featuretime
power_law_easy/0000.cnf	10000.0	93000.0	9654.0	92643.0	0.035840066	0.003853502	0.36	0.10420647	0.374144399	0.87945342	0.0	1.0	1.037386701	0.000418188	0.067475793	0.000414336	0.000828672	0.094890752	0.0	0.0	0.0	0.02	0.000418188	4.872482349	1.0794e-05	0.127780836	4.030904381	0.194365386	0.166574273	0.0	1.0	3.56641256	0.000128685	4.878032541	0.0	0.039269022	3.090127119	0.309586261	0.000981648	2.381396584	3.2382e-05	0.082337575	0.3	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	22.34
power_law_easy/0001.cnf	10000.0	93000.0	9654.0	92643.0	0.035840066	0.003853502	0.28	0.10420647	0.374144399	0.87945342	0.0	1.0	1.037386701	0.000418188	0.067475793	0.000414336	0.000828672	0.094890752	0.0	0.0	0.0	0.02	0.000418188	4.872482349	1.0794e-05	0.127780836	4.030904381	0.194365386	0.166574273	0.0	1.0	3.56641256	0.000128685	4.878032541	0.0	0.039269022	3.090127119	0.309586261	0.000981648	2.381396584	3.2382e-05	0.082337575	0.24	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	22.02
power_law_easy/0002.cnf	10000.0	93000.0	9654.0	92643.0	0.035840066	0.003853502	0.36	0.10420647	0.374144399	0.87945342	0.0	1.0	1.037386701	0.000418188	0.067475793	0.000414336	0.000828672	0.094890752	0.0	0.0	0.0	0.02	0.000418188	4.872482349	1.0794e-05	0.127780836	4.030904381	0.194365386	0.166574273	0.0	1.0	3.56641256	0.000128685	4.878032541	0.0	0.039269022	3.090127119	0.309586261	0.000981648	2.381396584	3.2382e-05	0.082337575	0.32	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.58
power_law_easy/0003.cnf	10000.0	93000.0	9668.0	92665.0	0.034340091	0.003615173	0.36	0.104332812	0.373304376	0.884599607	0.0	1.0	1.034464341	0.00041731	0.065287537	0.000413736	0.000827472	0.089395206	0.0	0.0	0.0	0.02	0.00041731	4.885222979	1.0792e-05	0.128775697	4.029675906	0.191015208	0.164060042	0.0	1.0	3.547768871	0.000128096	4.925373532	0.0	0.039788485	3.082944647	0.308714186	0.000979681	2.381193287	3.2375e-05	0.082965521	0.3	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	23.7
power_law_easy/0004.cnf	10000.0	93000.0	9668.0	92665.0	0.034340091	0.003615173	0.34	0.104332812	0.373304376	0.884599607	0.0	1.0	1.034464341	0.00041731	0.065287537	0.000413736	0.000827472	0.089395206	0.0	0.0	0.0	0.02	0.00041731	4.885222979	1.0792e-05	0.128775697	4.029675906	0.191015208	0.164060042	0.0	1.0	3.547768871	0.000128096	4.925373532	0.0	0.039788485	3.082944647	0.308714186	0.000979681	2.381193287	3.2375e-05	0.082965521	0.28	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	21.4
power_law_easy/0005.cnf	10000.0	93000.0	9678.0	92644.0	0.033271337	0.003842667	0.22	0.104464401	0.373256048	0.884540532	0.0	1.0	1.036457239	0.000416976	0.066337082	0.000413309	0.000826617	0.09157282	0.0	0.0	0.0	0.02	0.000416976	4.868631234	1.0794e-05	0.127013082	4.031540807	0.193079687	0.162342966	0.0	1.0	3.550197874	0.000128685	4.905601555	0.0	0.039667976	3.101950949	0.310360088	0.000979422	2.386070604	3.2382e-05	0.083070679	0.2	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.1
power_law_easy/0006.cnf	10000.0	93000.0	9678.0	92644.0	0.033271337	0.003842667	0.2	0.104464401	0.373256048	0.884540532	0.0	1.0	1.036457239	0.000416976	0.066337082	0.000413309	0.000826617	0.09157282	0.0	0.0	0.0	-0.0	0.000416976	4.868631234	1.0794e-05	0.127013082	4.031540807	0.193079687	0.162342966	0.0	1.0	3.550197874	0.000128685	4.905601555	0.0	0.039667976	3.101950949	0.310360088	0.000979422	2.386070604	3.2382e-05	0.083070679	0.2	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.02
power_law_easy/0007.cnf	10000.0	93000.0	9678.0	92644.0	0.033271337	0.003842667	0.18	0.104464401	0.373256048	0.884540532	0.0	1.0	1.036457239	0.000416976	0.066337082	0.000413309	0.000826617	0.09157282	0.0	0.0	0.0	0.0	0.000416976	4.868631234	1.0794e-05	0.127013082	4.031540807	0.193079687	0.162342966	0.0	1.0	3.550197874	0.000128685	4.905601555	0.0	0.039667976	3.101950949	0.310360088	0.000979422	2.386070604	3.2382e-05	0.083070679	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.04
power_law_easy/0008.cnf	10000.0	93000.0	9660.0	92667.0	0.035196687	0.003593512	0.22	0.104244229	0.372940205	0.886836501	0.0	1.0	1.036930429	0.000417728	0.066435119	0.000414079	0.000828157	0.090443654	0.0	0.0	0.0	0.0	0.000417728	4.886427521	1.0791e-05	0.128114647	4.029626888	0.190639345	0.161693738	0.0	1.0	3.553539651	0.000128184	4.895148097	0.0	0.03916173	3.082982535	0.308588818	0.000981184	2.386796623	3.2374e-05	0.082942148	0.2	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.4
power_law_easy/0009.cnf	10000.0	93000.0	9660.0	92667.0	0.035196687	0.003593512	0.22	0.104244229	0.372940205	0.886836501	0.0	1.0	1.036930429	0.000417728	0.066435119	0.000414079	0.000828157	0.090443654	0.0	0.0	0.0	0.02	0.000417728	4.886427521	1.0791e-05	0.128114647	4.029626888	0.190639345	0.161693738	0.0	1.0	3.553539651	0.000128184	4.895148097	0.0	0.03916173	3.082982535	0.308588818	0.000981184	2.386796623	3.2374e-05	0.082942148	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.18
power_law_easy/0010.cnf	10000.0	93000.0	9681.0	92654.0	0.032951141	0.003734323	0.22	0.104485505	0.374187119	0.879176623	0.0	1.0	1.030269175	0.000416652	0.064817248	0.00041318	0.000826361	0.086770622	0.0	0.0	0.0	0.02	0.000416652	4.882407	1.0793e-05	0.127182852	4.028043481	0.193554969	0.162036017	0.0	1.0	3.563208881	0.000128681	4.85695882	0.0	0.038692339	3.08800726	0.310499277	0.000978419	2.391344869	3.2379e-05	0.082932199	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.16
power_law_easy/0011.cnf	10000.0	93000.0	9674.0	92704.0	0.033698573	0.003192958	0.24	0.104353642	0.374651759	0.882520742	0.0	1.0	1.041105607	0.000417329	0.068022163	0.000413479	0.000826959	0.094826821	0.0	0.0	0.0	0.0	0.000417329	4.875187729	1.0787e-05	0.127362358	4.026148957	0.191495328	0.163842125	0.0	1.0	3.561342448	0.000129128	4.901406405	0.0	0.039307905	3.090642813	0.311183983	0.000980725	2.392903885	3.2361e-05	0.082445202	0.2	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.24
power_law_easy/0012.cnf	10000.0	93000.0	9674.0	92704.0	0.033698573	0.003192958	0.22	0.104353642	0.374651759	0.882520742	0.0	1.0	1.041105607	0.000417329	0.068022163	0.000413479	0.000826959	0.094826821	0.0	0.0	0.0	0.02	0.000417329	4.875187729	1.0787e-05	0.127362358	4.026148957	0.191495328	0.163842125	0.0	1.0	3.561342448	0.000129128	4.901406405	0.0	0.039307905	3.090642813	0.311183983	0.000980725	2.392903885	3.2361e-05	0.082445202	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.1
power_law_easy/0013.cnf	10000.0	93000.0	9658.0	92658.0	0.035411058	0.003690993	0.24	0.10423277	0.374092181	0.879766815	0.0	1.0	1.03940323	0.000418192	0.069275438	0.000414164	0.000828329	0.098525519	0.0	0.0	0.0	0.02	0.000418192	4.866137886	2.1585e-05	0.127069438	4.040472823	0.19466672	0.164389329	0.0	1.0	3.561334007	0.000128791	4.828695399	0.0	0.037999957	3.093317395	0.309913877	0.000983063	2.381089532	6.4754e-05	0.082367416	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	22.1
power_law_easy/0014.cnf	10000.0	93000.0	9670.0	92688.0	0.034126163	0.003366132	0.22	0.1043285	0.374790696	0.880944153	0.0	1.0	1.039098683	0.00041753	0.069301069	0.00041365	0.001034126	0.094685028	0.0	0.0	0.0	0.02	0.00041753	4.863539373	1.0789e-05	0.127395132	4.031195562	0.194620224	0.165548829	0.0	1.0	3.579549899	0.000127803	4.846779689	0.0	0.039174435	3.082461137	0.307990247	0.000981012	2.385380788	3.2367e-05	0.082632056	0.2	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.76
